Column1.1.1,Column1.1.2,Column1.1.3,Column1.1.4,Column1.1.5,Column1.1.6,Column1.1.7,Column1.1.8,Column1.1.9,Column1.1.10,Column1.1.11,Column1.1.12,Column1.1.13,Column1.1.14,Column1.1.15,Column1.1.16,Column1.1.17,Column1.1.18,Column1.1.19,Column1.1.20,Column1.1.21,Column1.1.22,Column1.1.23,Column1.1.24,Column1.1.25,Column1.1.26,Column1.1.27,Column1.1.28,Column1.1.29
10,29790000,2122,18540000,19690000,55630000,119050000,10000000,56810000,57710000,71020000,170420000,8454260,2366070,94380000,1357530000,1426980000,139150000,1246400000,1728700000,1380000000,1370000000,71233,5777,0,0,0,1,
10,5320000,387,1520000,1930000,4560000,48100000,5950000,15830000,23280000,43560000,47490000,9559040,625010,215750000,1355340000,1371120000,247890000,1092240000,2947390000,1210000000,1190000000,72738,9491,41240000,10000000,89000000,1,
10,2450000,185,720000,1170000,2170000,33280000,2880000,14420000,18230000,33990000,43250000,9863290,141830,199140000,1328270000,1321290000,24580000,1217800000,1359690000,1300000000,1290000000,75698,1440,0,0,0,1,
10,4990000,382,1470000,1500000,4410000,46290000,5140000,18180000,23510000,41100000,54550000,9474460,771590,177060000,1294260000,1307710000,163060000,1033330000,2067150000,1220000000,1200000000,76639,7593,30930000,10000000,51670000,1,
10,888,92367,352,435,1057,5995,604,2757,3522,5367,827,948301,61915,14438,96258,96067,7303,76987,113597,99,98,10401099,780807,5455,0,0,12,1
10,649,67791,271,343,813,624,675,2737,3602,566,8212,949139,65994,17001,95415,95754,5479,87345,122751,108,107,10452216,589784,0,0,0,12,1
10,717,73027,32,419,959,11871,1067,4619,6368,12973,13857,970768,30891,16522,95992,98206,5743,87235,108931,92,91,10181606,589926,0,0,0,12,1
10,2455,236266,932,503,2795,7774,76,1786,2603,8034,5358,893957,152048,13021,106842,103802,7639,78795,109618,19,18,9625477,790226,25,0,0,12,1
10,395,420561,148,1287,444,19378,1512,1098,9071,3673,3294,78445,311087,6299,98615,96122,7522,80728,105513,24,20,10647935,1224378,50,2,45951,12,1
10,3332,316628,1664,1935,4991,11119,1184,3351,6598,13141,10053,803624,310966,939,106936,104983,6254,8092,11188,32,31,9502402,634401,23077,0,0,12,1
10,15,150861,637,628,191,8145,729,3264,4471,5773,9792,917071,106266,12091,100806,99542,4982,88865,104837,23,22,1006032,561676,39474,0,0,12,1
10,4293,327781,1714,1954,5143,14494,1345,7081,7355,12561,21242,857498,192378,9059,100193,147033,125066,75592,459837,42,37,7634876,4071848,20,1,15767,12,1
10,3426,378914,1312,1584,3937,1655,1543,7815,8846,13233,23444,759631,399592,5871,91239,91245,7253,75836,104309,37,34,11059325,984101,40984,2,25959,12,1
10,3886,440647,1923,1657,5768,15729,1329,7132,7562,1164452381,21396,762903,402989,6332,92735,9061,6756,74406,97639,41,38,11338179,1216538,18367,2,7725,12,1
10,4753,559833,1891,1735,5672,28335,1906,12801,13152,1164452381,38403,701021,444119,3853,85322,87363,7704,75797,101218,13,11,11777946,1433879,59649,1,4275,12,1
10,2122,206098,729,782,2187,8023,727,3503,4542,6649,10508,866175,182976,1017,96386,12247,98462,84834,485657,34,26,9714066,21953,31915,2,42933,12,1
10,2555,235874,1199,1097,3597,14784,1489,8011,786,10478,24033,838942,226858,8941,112903,10862,10805,82494,11935,34,33,9230709,1014216,225,0,0,12,1
10,5989,293124,2792,3991,8376,17295,1491,7044,12174,1164452381,21133,692416,502212,3961,96285,230756,174582,77531,49945,177,144,4894712,4053183,54872,11,53434,12,1
10,3017,264121,1221,1371,3664,16135,1362,574,8253,9845,17219,810385,285904,7458,94057,128644,112141,81093,492298,123,110,8754687,3767566,21277,2,23559,12,1
10,2326,230644,921,118,2764,16794,1391,6179,8897,1329,18536,831702,237868,8242,90519,108071,82291,76298,488699,75,69,9916128,3156656,44286,3,31837,12,1
10,6505,258385,2829,409,8488,10947,1049,6051,6322,21455,18153,725235,442592,4832,265132,280932,190753,87314,499317,150,110,3971933,3543737,60759,11,60298,12,1
10,9081,504277,176,139464,527,3995,414,620364,801752,1164452381,1861076,831582,205123,7048,282771,282771,293877,74968,490574,10,7,5553399,6371201,86885,0,0,12,1
10,2777,318193,1361,1593,4083,15978,1387,6931,10165,20197,20793,88654,137789,9937,89807,87749,6165,76041,94915,28,27,11458629,888942,38,0,0,12,1
10,2876,304157,1269,616,3808,20813,1682,9464,16371,1164452381,28392,805684,278153,7056,95078,93248,5822,80467,98754,13,12,10574865,563839,68627,0,0,12,1
10,1935,233531,955,962,2866,12654,1025,5249,8685,11692,15747,815085,259966,7715,8146,83418,7671,74841,96766,36,35,12070196,1208353,27586,0,0,12,1
10,2889,237735,122,152,3659,15262,148,7064,8352,21693,21192,82561,245291,7662,90692,13188,123676,84838,489918,38,34,8230405,4264125,41379,2,34268,12,1
10,2283,161112,1175,1265,3526,18213,1506,9236,11632,12553,27708,779449,339375,6232,93844,175912,166448,84924,499912,58,45,7057396,4474931,38889,2,32558,12,1
10,2598,298307,1021,859,3063,11073,997,6086,5516,7674,18257,902757,133611,11169,89951,87985,6209,74952,106678,25,24,11483009,895265,34091,0,0,12,1
10,2633,299117,99,1072,2971,1153,1015,4457,7028,13754,13371,858283,190482,9106,8985,88272,7433,74882,101959,32,30,11359565,1238724,29091,1,20168,12,1
10,4169,231294,2075,1988,6225,17203,1795,5753,11491,1484,1726,719252,414652,4334,94445,210315,175376,826,49067,67,53,5547479,4217184,54023,5,50711,12,1
11,3120000,129,1940000,1620000,5810000,29700000,2860000,14870000,18080000,23380000,44600000,9952150,48160,240770000,2411560000,2412140000,18570000,2385630000,2465190000,2360000000,2350000000,41453,336,0,0,0,1,
11,3650000,148,2140000,2250000,6420000,57100000,5500000,28460000,36140000,41190000,85390000,9918910,82070,218500000,2470500000,2469020000,29530000,2410030000,2519950000,2420000000,2410000000,40504,500,0,0,0,1,
11,5340000,220,3210000,2950000,9640000,55990000,5600000,29130000,33810000,46190000,87400000,9870190,132770,203940000,2428550000,2427470000,38140000,2307770000,2487180000,2370000000,2360000000,41193,672,0,0,0,1,
11,3530000,144,2180000,1860000,6550000,27240000,2540000,12380000,17310000,21320000,37130000,9970570,29550,263620000,2448170000,2461410000,42590000,2407270000,2596720000,2410000000,2400000000,40622,711,0,0,0,1,
11,6750000,283,4180000,3560000,12540000,63340000,6600000,27400000,34470000,54810000,82210000,9860330,142250,193580000,2368810000,2385530000,56440000,2291570000,2498720000,2310000000,2300000000,41915,1015,0,0,0,1,
11,7060000,296,4540000,3390000,13610000,45790000,4880000,22350000,25830000,38550000,67050000,9900070,101390,210780000,2390770000,2381400000,47730000,2274690000,2437860000,2330000000,2320000000,42001,877,0,0,0,1,
11,342,23179,125,184,374,3154,29,1471,1765,2828,4413,980316,24878,19167,147918,147518,3833,140748,155517,162,161,6776239,176318,5932,0,0,24,1
11,1005,64678,398,36,1194,3638,459,1598,2181,3461,4795,966737,53651,23021,15592,155269,6935,137347,167642,149,148,6433842,330952,0,0,0,24,1
11,411,26705,123,176,369,3063,319,1188,1613,3442,3564,985407,16595,24532,153072,154276,8413,127856,167195,109,108,6492317,387005,0,0,0,24,1
11,115,78482,464,551,1392,6511,597,3197,4103,7403,9591,921043,96088,12275,149536,146206,12364,122117,159565,39,38,6823563,582263,0,0,0,24,1
11,3629,257792,2058,1852,6175,13583,1267,5529,8687,16039,16587,836053,247296,9048,143194,140701,8918,119499,160937,68,67,7104255,620177,4,0,0,24,1
11,2333,156376,1174,1301,3521,13929,1389,6609,11963,1407,19826,83036,238754,8512,148985,148992,7255,133505,16759,41,40,6702116,391711,34694,0,0,24,1
11,4534,253697,255,2608,765,10432,1384,5104,6206,9461,15311,812451,285528,9489,149726,194576,103909,135508,488417,84,75,5595414,1926982,18644,1,16604,24,1
11,5733,222023,2796,2952,8387,14294,1387,5239,6398,12388,15718,79157,331207,8276,160446,258479,14976,129834,486951,129,121,3872632,2261929,18033,1,13548,24,1
11,2247,156232,1007,1039,302,17145,1489,7184,11347,18188,21552,852326,2379,9869,140846,142978,9867,126783,181203,93,92,695313,585819,1587,0,0,24,1
11,1266,85375,57,626,1711,10468,953,4748,5219,9711,14244,931819,92939,13308,142095,148752,22457,128459,216645,83,82,6746107,881501,0,0,0,24,1
11,3017,206504,1477,1627,443,16609,1633,5453,10596,20223,1636,780686,387185,79,140551,147793,5007,130019,455113,63,59,6844541,1408722,42029,1,4897,24,1
11,1707,119694,672,8,2016,10825,1137,5191,5436,9361,15573,864962,188261,10958,143841,142464,5793,128173,154968,65,63,7012945,31703,33333,1,3325,24,1
11,291,224288,12,1235,3601,11554,1105,5339,6272,12705,16016,845877,217392,9461,133393,129661,17875,98954,149812,44,42,7708356,1160424,11111,1,5234,24,1
11,2743,179433,1205,1513,3615,12399,1245,4781,5945,10601,14342,792194,316178,7419,143534,152115,44451,117793,339028,134,126,6541662,1545438,38,6,39363,24,1
11,1346,89149,571,804,1713,10003,982,4075,6386,10129,12225,876539,186417,11005,153341,150816,13041,10755,188734,185,182,662319,633028,2439,0,0,24,1
11,3422,196047,1959,1959,5878,1321,1273,5145,734,12729,15435,776014,373672,7439,164728,179468,65839,123902,431817,165,154,5728643,1352703,22481,2,13103,24,1
11,313,194539,1543,1806,463,10781,1151,3369,585,12443,10106,832234,255868,9095,157352,161446,19746,112865,2047,176,172,6216227,836228,23333,3,2169,24,1
11,4511,309512,1992,2881,5976,11484,1157,5136,7653,8985,15407,729674,436732,5221,151016,147698,10468,119642,163713,51,48,6860745,880592,2093,1,5737,24,1
11,1219,81859,741,847,2223,7466,687,3677,4914,6824,11031,935919,78061,13582,149251,148935,4158,142796,156698,69,68,6713295,216478,0,0,0,24,1
11,2931,191211,937,669,2812,17367,1549,7133,8301,15601,214,78545,314476,7355,144702,158691,46066,137431,306796,71,67,6523426,1217776,11765,1,7671,24,1
11,1751,118873,822,1136,2466,1076,1004,4353,5644,8676,1306,882043,148571,1021,150433,148176,6268,129817,155038,83,82,6787868,33608,0,0,0,24,1
11,4087,254217,2065,2075,6196,10183,1171,3992,5768,8843,11976,816209,278171,9143,150924,159819,62897,79935,480847,93,88,6220801,155773,19737,3,15567,24,1
11,1924,138084,838,126,2514,1019,1082,3575,5242,1225,10726,822308,283837,936,155014,141925,29468,71591,160962,56,54,7175107,1950992,29091,1,18345,24,1
11,966,57298,441,611,1324,9262,107,3197,5615,16278,9592,857094,194727,9239,16689,168816,7931,155388,18251,64,63,5931788,301284,5128,0,0,24,1
11,1989,128551,799,1181,2397,13103,124,4797,6593,11445,14392,85928,20142,9818,153172,152649,19989,87891,190276,67,65,6464054,881963,6122,1,3324,24,1
11,186,125768,78,1019,234,8358,814,3102,5394,6709,9305,920133,12143,141,153545,147813,12072,121395,16158,53,52,6761057,591762,18367,0,0,24,1
12,4960000,327,2010000,2240000,6020000,45630000,4070000,24320000,30660000,40730000,72950000,9585480,451820,149800000,1530330000,1515580000,50180000,1346450000,1581230000,1490000000,1480000000,65982,2272,0,0,0,1,
12,3200000,214,1150000,1630000,3460000,39950000,3520000,18860000,24490000,31540000,56580000,9812310,192670,178560000,1489360000,1495230000,35360000,1434190000,1586960000,1470000000,1460000000,66880,1567,0,0,0,1,
12,2930000,204,1180000,1600000,3530000,39530000,3470000,20260000,26100000,27500000,60770000,9754580,260440,174420000,1454850000,1441620000,50960000,1352460000,1535040000,1420000000,1410000000,69367,2474,0,0,0,1,
12,2130000,129,590000,740000,1770000,37220000,3790000,17840000,17830000,34590000,53520000,9889230,122230,248550000,1659430000,1651080000,43750000,1511630000,1719710000,1620000000,1610000000,60577,1663,0,0,0,1,
12,2520000,142,920000,1340000,2750000,36400000,3230000,16070000,20250000,43900000,48210000,9947720,52670,238920000,1773470000,1774370000,27810000,1715910000,1852510000,1740000000,1730000000,56367,904,0,0,0,1,
12,2480000,130,1360000,1580000,4080000,35800000,3130000,17680000,22760000,33060000,53050000,9943880,56580,233980000,1904320000,1912190000,29110000,1838430000,1966790000,1870000000,1860000000,52302,809,0,0,0,1,
12,1761,136975,1054,1009,3163,12044,1165,6495,7333,9543,19486,892763,129603,10046,128241,128632,3312,121668,140553,626,625,777898,240702,206,0,0,32,1
12,1841,143409,1117,1078,3351,13993,1352,7557,8376,12094,2267,869786,164395,9155,127641,12841,3103,12144,14559,889,886,7788013,225039,72,2,676,32,1
12,1438,112619,842,835,2526,10446,988,5431,6243,8803,16293,940658,65783,1298,124941,12768,6326,118902,151293,856,855,7833345,390275,0,0,0,32,1
12,555,445942,3287,4345,9862,21927,1867,10874,10985,1890921053,32623,79531,369995,7518,129856,125921,8073,115002,135007,13,12,8035399,765224,50,0,0,32,1
12,6453,504642,3396,1296,10187,12882,1181,5715,12184,1890921053,17144,789414,297282,6319,130098,128212,2763,124173,130647,8,7,7820012,527806,88158,0,0,32,1
12,8777,68911,5309,5345,15928,12839,991,2965,8327,1890921053,8896,712044,557562,5343,127204,128197,7015,116705,137627,14,13,7851062,923745,73684,0,0,32,1
12,3657,295713,1157,1504,3472,12738,1345,3906,7159,1890921053,11717,810101,272819,7994,122142,124236,7856,108673,136208,18,16,8085826,72628,61111,1,813,32,1
12,8477,26622,4521,5723,13564,18521,1558,9961,14739,22005,29884,651583,684227,3248,130682,34683,235224,112297,597974,111,106,3140376,2620405,23077,1,12713,32,1
12,4768,412445,2582,2903,7746,17953,1535,9877,11535,18922,29631,753974,375912,5431,119257,116531,7019,100169,12715,32,29,8650268,760778,34146,1,21957,32,1
12,5931,511994,3542,3927,10627,14411,1336,5544,12186,39845,16632,80454,292614,7294,119665,116802,8235,93399,124967,33,32,8633069,781492,0,0,0,32,1
12,8878,577796,5579,4405,16738,1927,1721,8483,14304,1890921053,25448,698523,540478,4512,121999,149682,100192,106747,476292,38,35,6508137,2896494,44444,2,29335,32,1
12,5935,423447,3032,3438,9095,2253,2007,6975,13568,1890921053,20925,746617,442332,6103,140586,139316,7675,126968,155315,48,45,7134645,566914,16216,2,1285,32,1
12,5909,42409,2632,2456,7895,1704,1333,4513,10683,4583,1354,804306,333461,8628,132474,13694,9184,126469,159793,24,23,7177123,642703,625,0,0,32,1
12,5232,285392,2603,3297,781,16558,152,7657,10972,1272,2297,734132,441052,5395,139336,184371,126521,9894,507006,150,140,5455114,2817087,43421,4,28767,32,1
12,26,201351,1265,1541,3795,12461,117,5849,7587,12931,17547,864939,195448,9922,129861,129522,11329,97193,161153,111,109,7745206,748901,7527,1,6804,32,1
12,4243,332225,2301,2547,6903,18349,1591,8039,12196,18669,24118,821664,278056,8445,128977,127975,7658,112645,149779,78,76,7829265,58338,31034,1,3483,32,1
12,4907,352456,2646,3008,7937,17732,156,7855,1158,13956,23566,774763,355054,6428,133116,138979,45201,108765,364998,114,109,7183432,1529767,336,3,25629,32,1
12,6613,486097,3425,4484,10275,16539,1608,7484,1039,1890921053,22451,764551,330717,5605,135714,135034,4523,127921,143082,20,19,7350157,51575,40,0,0,32,1
12,1556,129071,743,1041,2228,8854,806,3302,5696,1177,9905,90421,15843,12347,120658,119747,4643,109894,128179,29,27,8296446,274877,4,1,10414,32,1
12,4846,411393,2735,238,8205,21651,1906,12031,17994,38283,36092,765631,384062,6002,121585,118504,7086,102039,125975,36,34,8490154,657088,46296,1,9157,32,1
12,5702,473764,3148,3591,9443,213,1817,9024,11833,35428,27073,799181,324115,7315,121617,120964,4591,112168,128339,42,41,8309188,610658,303,0,0,32,1
12,3599,288141,129,1758,3871,17095,1484,7313,10923,21282,21939,823208,286627,773,124558,125047,5588,1133,136363,39,35,8006699,555762,28571,2,18897,32,1
12,4988,400779,2438,1854,7314,13886,1276,5041,8799,27084,15123,760818,394267,6198,123729,124418,5523,114672,131335,37,34,803519,588342,37778,2,27582,32,1
12,242,196071,1349,1481,4048,957,855,3419,5901,13242,10256,919152,90804,11252,123528,123908,751,11235,133043,33,32,8100547,516817,0,0,0,32,1
12,4041,324382,221,2413,663,15365,1455,619,9267,2426,18571,858453,212785,926,12393,124635,5159,112068,132017,41,40,802644,494602,3125,0,0,32,1
12,244,220351,1362,153,4086,13502,1261,6584,7849,13855,19753,802004,299741,7035,110256,111106,2785,108011,117606,29,28,9030039,286288,125,0,0,32,1
13,1870000,79,1020000,1090000,3070000,22420000,1940000,11470000,13690000,19100000,34420000,9965820,34310,248760000,2359520000,2371030000,39770000,2316850000,2476370000,2320000000,2310000000,42171,708,0,0,0,1,
13,2000000,84,1140000,1120000,3410000,19200000,1660000,10300000,11130000,14010000,30900000,9970090,30010,255380000,2369330000,2366820000,14250000,2339240000,2399170000,2320000000,2310000000,42252,264,0,0,0,1,
13,4410000,186,2190000,2140000,6560000,24080000,2610000,12000000,13100000,18490000,36000000,9888550,135980,248050000,2379000000,2367170000,51310000,2054960000,2428160000,2310000000,2300000000,42292,1256,0,0,0,1,
13,6360000,263,3270000,3050000,9810000,28080000,3390000,14100000,16470000,19280000,42290000,9778210,292650,242640000,2427580000,2421650000,33170000,2270490000,2487730000,1920000000,1900000000,41276,835,61860000,0,0,1,
13,4650000,193,2360000,2960000,7080000,25810000,2760000,11990000,14090000,21790000,35970000,9906730,104950,244540000,2414630000,2409330000,56270000,2265500000,2559210000,2350000000,2340000000,41554,1150,0,0,0,1,
13,3020000,126,1730000,1560000,5200000,19940000,1760000,9700000,10770000,16710000,29110000,9957200,43810,259770000,2412830000,2404960000,31600000,2330640000,2468740000,2360000000,2350000000,41586,567,0,0,0,1,
13,347,1439,2,205,6,5807,6,311,3785,4255,9331,979081,22088,18291,240232,241014,4045,221763,256494,1484,1483,4149136,70901,806,0,0,23,1
13,546,22774,317,339,951,7248,693,3648,4747,4984,10943,968896,36825,18455,238875,239727,6759,229124,275202,1032,1031,4173918,111342,0,0,0,23,1
13,324,13491,187,186,561,6606,589,3308,3974,4477,9923,982121,19458,19576,239883,239836,2705,202511,250427,1220,1219,4168831,55347,78,0,0,23,1
13,1636,78062,286,392,858,9199,1083,2457,4514,9577,7371,87947,17463,12004,203599,207553,65622,1434,493154,50,46,4772211,1043545,22581,1,21593,23,1
13,325,173116,1629,1529,4887,13485,1238,6269,968,11238,18807,867611,177349,10209,195661,187951,26136,127664,215078,42,40,5326671,83183,39024,1,36075,23,1
13,1001,51145,358,395,1074,1087,1035,3357,7109,16718,10072,962195,40372,15163,195091,195597,14448,172327,215035,34,33,5109413,404646,32143,0,0,23,1
13,2803,154265,1417,1389,4252,10533,1111,4581,7042,9948,13743,91081,118563,12447,188149,182478,21675,135354,214509,41,40,5503179,776649,2069,0,0,23,1
13,104,54173,244,26,733,8772,781,3708,4988,758,11123,94173,67932,13657,192348,191288,11748,171488,21628,36,35,5208473,365891,3125,0,0,23,1
13,2422,13049,1112,883,3337,11206,1272,3619,5266,12016,10856,90951,11679,12131,195759,18775,19415,134572,204194,67,65,5388229,788488,15556,1,20831,23,1
13,2481,13463,1197,1315,3592,13977,1455,5588,7578,14769,16763,843515,248304,10192,192218,183211,20144,127798,201176,66,65,5426951,659201,10256,0,0,23,1
13,2916,149509,864,864,2593,13472,1279,548,9233,16286,16441,828322,241018,8695,202081,193098,2233,137491,219647,52,49,5127674,711286,37209,1,6328,23,1
13,3885,183399,1893,2348,568,17403,1526,704,10947,16328,2112,780456,382272,7399,205985,213244,26147,179269,253376,60,58,472071,623394,39024,1,4331,23,1
13,2048,119224,558,694,1675,10921,1043,4446,6212,11184,13338,879729,141822,9144,172711,171595,20593,131753,201326,29,28,5820888,770199,30435,0,0,23,1
13,2831,12191,1252,1242,3755,12518,1157,4254,6825,15333,12761,863721,200433,10328,230224,235037,47463,13307,479673,214,206,4306323,74105,42236,5,38397,23,1
13,139,62977,591,6,1774,971,972,4064,5449,10252,12192,92202,105477,13521,219827,221363,17225,154725,268961,254,253,4529877,386081,6452,0,0,23,1
13,2469,116933,998,1367,2993,11829,1279,4377,6699,13326,13131,862754,210353,10732,213676,212815,122,185329,246927,167,164,4735328,461255,25962,2,13619,23,1
13,3837,18276,174,1792,5219,13771,1332,4968,6501,18726,14904,813903,295955,8353,211481,210385,23995,131988,264993,161,154,4762886,660391,33913,4,21181,23,1
13,4387,170487,2138,2555,6414,10354,999,3881,4637,8222,11643,801291,301442,796,217242,260166,95184,209176,477425,74,71,3886218,1086773,54839,1,13297,23,1
13,1629,85818,754,734,2261,13724,1223,6507,9219,14888,1952,922548,97308,13233,186965,190171,8493,17864,206296,74,72,5267073,250477,2564,0,0,23,1
13,1843,96158,829,824,2486,11951,1339,3363,5192,13875,10088,881744,159593,11078,1886,19098,686,180815,210237,72,70,5216416,239555,7692,1,5929,23,1
13,1186,6535,559,706,1678,13198,1171,5402,7334,11299,16207,896464,13737,12503,183871,181228,5873,170147,194352,85,84,5511285,204588,17857,0,0,23,1
13,2829,151067,1465,1612,4394,9601,105,3516,5822,10368,10547,851294,229909,10318,188301,187428,8069,172319,20416,77,74,5339607,315388,21154,1,12881,23,1
13,2451,112137,1021,653,3062,19802,1375,11091,20271,2725,33273,775042,320719,5751,194359,218579,105818,83973,495399,61,55,4574661,1727423,63514,2,1723,23,1
13,2115,115259,927,835,278,9369,993,4039,5282,969,12116,893445,160323,11948,180475,182403,4848,176179,191897,70,68,5450668,244202,22,0,0,23,1
13,3261,182994,1592,1788,4776,904,934,3911,4725,6482,11734,885666,155778,11521,182736,178954,11448,144446,191609,68,66,5611901,492512,20,1,8498,23,1
13,151,88464,513,567,1539,8701,897,3725,4639,6722,11176,936869,72373,13044,169659,170225,14628,136553,202212,49,48,5857936,582316,28205,0,0,23,1
14,7330000,457,4260000,3930000,12780000,85780000,7960000,44000000,59760000,80280000,132010000,9335600,840100,124170000,1596340000,1602630000,24640000,1554570000,1653890000,1580000000,1570000000,62382,1041,0,0,0,1,
14,3250000,184,1680000,1930000,5030000,51280000,4490000,22360000,30570000,58030000,67090000,9807380,199340,177870000,1772020000,1771380000,13270000,1744570000,1793800000,1740000000,1730000000,56443,456,0,0,0,1,
14,3300000,193,1680000,1850000,5040000,43450000,3770000,20070000,27460000,42700000,60210000,9838590,164450,181440000,1713590000,1712620000,21390000,1673420000,1753520000,1680000000,1670000000,58391,748,0,0,0,1,
14,2450000,134,1300000,1430000,3890000,30280000,2700000,14750000,17180000,30340000,44250000,9968670,31450,260620000,1827970000,1827520000,8150000,1802950000,1849290000,1790000000,1780000000,54720,271,0,0,0,1,
14,4220000,242,2350000,2440000,7050000,87880000,7700000,42580000,53590000,94790000,127730000,9811130,193150,175660000,1741210000,1741530000,11520000,1714750000,1771290000,1710000000,1700000000,57421,427,0,0,0,1,
14,2720000,149,1420000,1770000,4270000,31570000,2780000,15070000,18180000,33100000,45220000,9961420,38800,249730000,1821350000,1823500000,11890000,1801420000,1846470000,1780000000,1770000000,54837,378,0,0,0,1,
14,346,23056,165,197,494,6376,58,2869,373,6027,8608,977499,23848,17062,150192,150112,3764,129825,162772,939,938,6662297,170041,159,0,0,5,1
14,195,9967,98,112,295,3254,298,1563,1935,2721,4689,994666,5376,23658,194351,195226,4452,186655,20813,1062,1061,5122217,115776,0,0,0,5,1
14,442,18498,275,237,826,4544,406,2243,2627,3879,6729,985219,15158,19356,238325,238785,6128,229685,263009,1490,1489,4187945,106971,0,0,0,5,1
14,4308,289585,1787,2153,536,18843,1643,8431,12865,14508,25294,824414,267201,85,142119,14912,21713,116069,184315,63,62,6722076,999594,4878,0,0,5,1
14,3877,259359,1376,2198,4128,1509,1272,6738,10118,18815,20214,865647,187826,9672,143468,150404,17504,124972,185001,60,58,6689266,837357,31034,1,11052,5,1
14,4464,27192,2089,1897,6267,10892,1135,4837,5907,8721,1451,839455,228363,9964,171857,165127,22806,125736,190718,41,40,6090772,95755,44898,0,0,5,1
14,3401,212336,1604,2504,4813,11555,1125,3704,5458,9862,11113,856345,199637,10064,169164,1603,16998,12582,177905,49,48,6243807,761261,52459,0,0,5,1
14,3502,193709,16,1897,4799,11947,1138,5518,6362,8904,16554,828982,239986,8574,164793,185691,85725,128184,455452,64,59,5530727,1685591,23404,2,16566,5,1
14,2984,195494,1183,1228,3548,18099,1559,4854,9388,12963,14563,828867,244821,814,151611,152098,12971,129714,187013,85,82,6552234,659759,42105,1,10468,5,1
14,1806,121233,564,764,1691,16756,1422,6828,996,20789,20483,860044,202558,8978,149756,148033,15671,114871,173537,74,70,671305,702209,21311,2,8942,5,1
14,4438,293199,2077,1936,6232,20182,1704,9809,14794,32615,29426,794694,313888,688,149657,150696,14599,126385,183664,81,78,6607295,720062,46316,1,5468,5,1
14,4333,262446,1985,2549,5956,14871,1389,6255,985,20986,18765,810953,293132,7957,158817,165064,24288,130567,209105,95,93,605684,934864,18056,0,0,5,1
14,4014,247715,1702,1436,5105,11446,1029,5399,4668,10642,16198,8327,260185,8735,166954,160268,29547,104887,196648,37,35,6171778,1154487,31579,1,18632,5,1
14,4743,241944,2168,2658,6505,17854,1584,7393,11292,18795,22179,774515,352349,6549,182646,198163,71174,131251,461372,248,235,5100564,152089,31937,4,3009,5,1
14,1777,98239,742,768,2226,11455,113,4237,6641,11811,12712,887069,15385,10775,175193,180413,27313,125559,240936,233,231,5529174,84761,3731,1,1394,5,1
14,4295,189014,2123,2149,637,1547,1497,6066,9172,2154,18197,791486,345515,7705,204695,227873,90716,124099,453608,243,235,4400629,1446636,30625,3,29323,5,1
14,5348,282964,2532,2783,7595,12497,1226,4789,7157,14221,14368,797921,313122,8034,190009,190177,33007,116701,245645,205,197,5291395,1073034,28205,4,19011,5,1
14,2577,108929,1044,1158,3131,9104,1202,3409,4456,10065,10228,840202,235178,9719,210636,232597,79402,190981,457738,66,63,4226488,1189447,38,1,24744,5,1
14,2002,10696,848,788,2543,953,981,3451,5306,10458,10352,896514,141956,12482,181691,186483,27432,112734,219404,103,100,5342437,813161,32099,1,4488,5,1
14,385,209877,1809,193,5428,11204,1062,4832,6786,10114,14495,862511,194651,10492,188398,184889,23391,122795,212609,93,91,5451999,82223,27397,1,14158,5,1
14,2859,163417,1339,157,4018,18902,1597,7412,13453,20893,22236,858443,190388,9176,169413,175919,22494,142451,212479,92,90,5715222,774527,17188,0,0,5,1
14,2879,161647,1177,1591,3531,1063,1142,3772,5702,10607,11315,8604,209934,11239,167444,179504,31716,110428,219113,91,88,5615159,1136547,3038,2,8646,5,1
14,3638,200708,1814,1707,5443,10743,1213,3647,5333,10018,10941,856585,20746,113,163709,179529,31602,130945,216719,84,82,5516636,1052675,36,1,16012,5,1
14,3196,174689,1664,1875,4991,13252,1426,4828,9138,16732,14485,817262,287811,8147,190256,183101,16933,149941,206183,103,101,5466469,547535,1129,1,613,5,1
14,305,174775,1378,1335,4135,11019,1057,4169,7563,13347,12506,877695,162528,10139,170168,175805,31413,108362,219642,106,104,573088,117969,13043,1,627,5,1
14,3835,252339,1592,1623,4776,14323,1308,5248,7882,17783,15743,829423,293764,9554,164734,150124,24503,81913,172557,73,72,6579578,1251324,26154,0,0,5,1
15,1410000,56,620000,740000,1850000,28910000,2670000,14550000,19410000,25080000,43650000,9962650,37530,249980000,2483110000,2500110000,67400000,2422210000,2637980000,2440000000,2430000000,39997,1070,0,0,0,1,
15,2470000,100,1150000,1480000,3450000,49350000,4650000,21160000,35160000,47520000,63490000,9910440,90880,216880000,2459530000,2467430000,61000000,2385930000,2658070000,2420000000,2410000000,40533,989,0,0,0,1,
15,1250000,49,500000,730000,1500000,23580000,2150000,8970000,15930000,24650000,26900000,9975560,24520,271250000,2523650000,2532990000,91600000,2404600000,2717050000,2480000000,2470000000,39484,1427,0,0,0,1,
15,1810000,74,950000,990000,2860000,22450000,1990000,8490000,15690000,23210000,25460000,9975870,24210,268640000,2420790000,2433200000,69200000,2294290000,2552240000,2350000000,2340000000,41097,1169,0,0,0,1,
